أرشيف الإنترنت	1959		https://archive.org/download/doctor25250_gmail_20170317_2046/doctor25250_gmail_20170317_2046.pdf	
القانون الدولي العام	134	https://t.me/ibrazx40/37		https://drive.google.com/file/d/1i02lh17twGk-teadstjMZSnb06fZXoJ-/view
المكتبة الشاملة	26	https://t.me/shamela_epub/16485		
المكتبة العلمية	2	https://t.me/ilmiya_pdf/209596		
المكتبة القانونية الكبرى	1754	https://t.me/great_law/1868		
المكتبة القانونية ⚖️	510	https://t.me/iirmll/6		
المكتبة الوقفية	22	https://t.me/waqfeya_pdf/24402		
تسهيل الأنظمة	11	https://t.me/muath_alyahya/5		
جامعة الرسائل العلمية	1125	https://t.me/Arsail2020		
قسم الأنظمة - جامعة نجران	48	https://t.me/c/1876374106/23056		
قناة الرسائل العلمية	488	https://t.me/c/1453973283/5023		
قناة المجلات والصحف القانونية	104	https://t.me/c/2265085799/4		
مكتبة الإسكندرية	502	https://t.me/c/1592768820/107		
مكتبة الباحث العلمي	1340	https://t.me/bahith_pdf/225760		
منصة نظامي للأنظمة السعودية (nezams.com)	14		https://nezams.com/نظام-الإثبات-والأدلة-الإجرائية-وضوابط-إجراءاته-إلكترونيا	
موقع بحوث	417		https://www.buhooth.link:8080/data/journals/%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D9%84%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9%20(%D9%85%D8%B5%D8%B1)/4/10/8%20%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%20%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%B9%D8%AF%20%D8%A7%D9%84%D9%81%D9%82%D9%87%D9%8A%D9%91%D8%A9%20%D8%B9%D9%84%D9%89%20%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%81%D8%B9%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B4%D9%91%D8%B1%D8%B9%D9%8A%D9%91%D8%A9%20%D8%A7%D9%84%D8%B3%D9%91%D8%B9%D9%88%D8%AF%D9%8A%D9%91.pdf	
